loincName	loincId	loincScale	outcome	hpoTermId	supplementalTermId	curation	comment
Corticotropin [Moles/volume] in Plasma --2nd specimen post XXX challenge	58579-4	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --2nd specimen post XXX challenge	58579-4	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes post 1 ug/kg CRH IV	58580-2	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes post 1 ug/kg CRH IV	58580-2	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes post 1 ug/kg CRH IV	58580-2	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --30 minutes post dose glucagon	58581-0	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --30 minutes post dose glucagon	58581-0	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --30 minutes post dose glucagon	58581-0	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes post dose glucagon	58582-8	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes post dose glucagon	58582-8	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes post dose glucagon	58582-8	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --30 minutes post dose glucose	58583-6	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --30 minutes post dose glucose	58583-6	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --30 minutes post dose glucose	58583-6	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes post dose glucose	58584-4	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes post dose glucose	58584-4	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes post dose glucose	58584-4	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes post dose insulin IV	58585-1	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes post dose insulin IV	58585-1	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes post dose insulin IV	58585-1	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes post XXX challenge	58586-9	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes post XXX challenge	58586-9	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes post XXX challenge	58586-9	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --30 minutes pre 1 ug/kg CRH IV	58587-7	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --30 minutes pre 1 ug/kg CRH IV	58587-7	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --30 minutes pre 1 ug/kg CRH IV	58587-7	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes pre 1 ug/kg CRH IV	58588-5	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes pre 1 ug/kg CRH IV	58588-5	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes pre 1 ug/kg CRH IV	58588-5	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --30 minutes pre dose glucagon	58589-3	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --30 minutes pre dose glucagon	58589-3	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --30 minutes pre dose glucagon	58589-3	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes pre dose glucagon	58590-1	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes pre dose glucagon	58590-1	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes pre dose glucagon	58590-1	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes pre dose insulin IV	58591-9	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes pre dose insulin IV	58591-9	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes pre dose insulin IV	58591-9	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --30 minutes pre XXX challenge	58592-7	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --30 minutes pre XXX challenge	58592-7	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --30 minutes pre XXX challenge	58592-7	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes pre XXX challenge	58593-5	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes pre XXX challenge	58593-5	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --30 minutes pre XXX challenge	58593-5	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --3 hours post dose glucagon	58594-3	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --3 hours post dose glucagon	58594-3	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --3 hours post dose glucagon	58594-3	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --3 hours post dose glucagon	58595-0	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --3 hours post dose glucagon	58595-0	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --3 hours post dose glucagon	58595-0	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --3 hours post dose glucose	58596-8	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --3 hours post dose glucose	58596-8	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --3 hours post dose glucose	58596-8	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --3 hours post dose glucose	58597-6	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --3 hours post dose glucose	58597-6	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --3 hours post dose glucose	58597-6	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --3 hours post dose insulin IV	58598-4	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --3 hours post dose insulin IV	58598-4	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --3 hours post dose insulin IV	58598-4	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --3 hours post dose insulin IV	58599-2	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --3 hours post dose insulin IV	58599-2	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --3 hours post dose insulin IV	58599-2	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --3 hours post XXX challenge	58600-8	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --3 hours post XXX challenge	58600-8	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --3 hours post XXX challenge	58600-8	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --3 hours post XXX challenge	58601-6	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --3 hours post XXX challenge	58601-6	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --3 hours post XXX challenge	58601-6	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --3rd specimen post XXX challenge	58602-4	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --3rd specimen post XXX challenge	58602-4	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --3rd specimen post XXX challenge	58602-4	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --4 AM specimen	58603-2	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --4 AM specimen	58603-2	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --4 AM specimen	58603-2	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --4 PM specimen	58604-0	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --4 PM specimen	58604-0	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --4 PM specimen	58604-0	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --45 minutes post 1 ug/kg CRH IV	58605-7	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --45 minutes post 1 ug/kg CRH IV	58605-7	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --45 minutes post 1 ug/kg CRH IV	58605-7	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --45 minutes post dose insulin IV	58606-5	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --45 minutes post dose insulin IV	58606-5	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --45 minutes post dose insulin IV	58606-5	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --2 days post dose metyraPONE	58607-3	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --2 days post dose metyraPONE	58607-3	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --2 days post dose metyraPONE	58607-3	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --4th specimen post XXX challenge	58608-1	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --4th specimen post XXX challenge	58608-1	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --4th specimen post XXX challenge	58608-1	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --5th specimen post XXX challenge	58609-9	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --5th specimen post XXX challenge	58609-9	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --5th specimen post XXX challenge	58609-9	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --6 PM specimen	58610-7	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --6 PM specimen	58610-7	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --6 PM specimen	58610-7	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --6th specimen post XXX challenge	58611-5	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --6th specimen post XXX challenge	58611-5	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --6th specimen post XXX challenge	58611-5	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --75 minutes post dose insulin IV	58612-3	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --75 minutes post dose insulin IV	58612-3	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --75 minutes post dose insulin IV	58612-3	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --75 minutes post dose insulin IV	58613-1	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --75 minutes post dose insulin IV	58613-1	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --75 minutes post dose insulin IV	58613-1	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --7th specimen post XXX challenge	58614-9	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --7th specimen post XXX challenge	58614-9	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --7th specimen post XXX challenge	58614-9	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --8 AM specimen	58615-6	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --8 AM specimen	58615-6	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --8 AM specimen	58615-6	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --8 PM specimen	58616-4	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --8 PM specimen	58616-4	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --8 PM specimen	58616-4	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --8th specimen post XXX challenge	58617-2	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --8th specimen post XXX challenge	58617-2	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --8th specimen post XXX challenge	58617-2	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --post dose dexamethasone	58618-0	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --post dose dexamethasone	58618-0	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --post dose dexamethasone	58618-0	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre 1 ug/kg CRH IV	58619-8	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre 1 ug/kg CRH IV	58619-8	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre 1 ug/kg CRH IV	58619-8	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --pre dose dexamethasone	58620-6	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --pre dose dexamethasone	58620-6	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --pre dose dexamethasone	58620-6	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre dose dexamethasone	58621-4	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre dose dexamethasone	58621-4	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre dose dexamethasone	58621-4	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --pre dose glucagon	58622-2	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --pre dose glucagon	58622-2	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --pre dose glucagon	58622-2	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre dose glucagon	58623-0	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre dose glucagon	58623-0	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre dose glucagon	58623-0	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --pre dose glucose	58624-8	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --pre dose glucose	58624-8	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --pre dose glucose	58624-8	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre dose glucose	58625-5	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre dose glucose	58625-5	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre dose glucose	58625-5	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre dose insulin IV	58626-3	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre dose insulin IV	58626-3	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre dose insulin IV	58626-3	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --pre dose metyraPONE	58627-1	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --pre dose metyraPONE	58627-1	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --pre dose metyraPONE	58627-1	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre dose metyraPONE	58628-9	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre dose metyraPONE	58628-9	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre dose metyraPONE	58628-9	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --pre XXX challenge	58629-7	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --pre XXX challenge	58629-7	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Mass/volume] in Plasma --pre XXX challenge	58629-7	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre XXX challenge	58630-5	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre XXX challenge	58630-5	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --pre XXX challenge	58630-5	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
C peptide [Mass/volume] in Serum or Plasma --2 hours post dose glucose	58686-7	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
C peptide [Mass/volume] in Serum or Plasma --2 hours post dose glucose	58686-7	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
C peptide [Mass/volume] in Serum or Plasma --2 hours post dose glucose	58686-7	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
Corticotropin [Moles/volume] in Plasma --9th specimen post XXX challenge	58687-5	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --9th specimen post XXX challenge	58687-5	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --9th specimen post XXX challenge	58687-5	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Alternaria alternata recombinant (rAlt a) 1 IgE Ab [Units/volume] in Serum	58774-1	Qn	N	HP:0410232	.	HPO:nvasilevsky[2018-10-04]	.
Alternaria alternata recombinant (rAlt a) 1 IgE Ab [Units/volume] in Serum	58774-1	Qn	H	HP:0410232	.	HPO:nvasilevsky[2018-10-04]	.
Peanut recombinant (rAra h) 3 IgE Ab [Units/volume] in Serum	58777-4	Qn	N	HP:0410230	.	UCD:tjcallahan[2019-02-23]	.
Peanut recombinant (rAra h) 3 IgE Ab [Units/volume] in Serum	58777-4	Qn	H	HP:0410230	.	UCD:tjcallahan[2019-02-23]	.
Peanut recombinant (rAra h) 2 IgE Ab [Units/volume] in Serum	58778-2	Qn	N	HP:0410230	.	UCD:tjcallahan[2019-02-23]	.
Peanut recombinant (rAra h) 2 IgE Ab [Units/volume] in Serum	58778-2	Qn	H	HP:0410230	.	UCD:tjcallahan[2019-02-23]	.
Peanut recombinant (rAra h) 1 IgE Ab [Units/volume] in Serum	58779-0	Qn	N	HP:0410230	.	UCD:tjcallahan[2019-02-23]	.
Peanut recombinant (rAra h) 1 IgE Ab [Units/volume] in Serum	58779-0	Qn	H	HP:0410230	.	UCD:tjcallahan[2019-02-23]	.
Leukocytes [#/volume] in Urine by Automated test strip	58805-3	Qn	N	HP:0012614	.	HPO:nvasilevsky[2018-10-01]	.
Leukocytes [#/volume] in Urine by Automated test strip	58805-3	Qn	H	HP:0012085	.	HPO:nvasilevsky[2018-10-01]	.
C peptide [Mass/volume] in Serum or Plasma --2nd specimen	58816-0	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
C peptide [Mass/volume] in Serum or Plasma --2nd specimen	58816-0	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
C peptide [Mass/volume] in Serum or Plasma --2nd specimen	58816-0	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
C peptide [Mass/volume] in Serum or Plasma --5 minutes post XXX challenge	58841-8	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
C peptide [Mass/volume] in Serum or Plasma --5 minutes post XXX challenge	58841-8	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
C peptide [Mass/volume] in Serum or Plasma --5 minutes post XXX challenge	58841-8	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
C peptide [Mass/volume] in Serum or Plasma --post XXX challenge	58896-2	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
C peptide [Mass/volume] in Serum or Plasma --post XXX challenge	58896-2	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
C peptide [Mass/volume] in Serum or Plasma --post XXX challenge	58896-2	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
Pigeon feather IgG Ab [Mass/volume] in Serum	58912-7	Qn	N	HP:0410226	.	HPO:nvasilevsky[2018-10-08]	copied from: 31161-3 @original comment: copied from: 13833-9 @original comment: copied from: 11167-4
Pigeon feather IgG Ab [Mass/volume] in Serum	58912-7	Qn	H	HP:0410226	.	HPO:nvasilevsky[2018-10-08]	copied from: 31161-3 @original comment: copied from: 13833-9 @original comment: copied from: 11167-4
Lutropin [Units/volume] in Serum or Plasma --pre XXX challenge	58946-5	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --pre XXX challenge	58946-5	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --pre XXX challenge	58946-5	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
Asialoganglioside GM1 IgG Ab [Units/volume] in Cerebral spinal fluid by Immunoassay	58968-9	Qn	N	HP:0031810	.	HPO:nvasilevsky[2018-05-08]	copied from: 58972-1 @original comment: copied from: 59027-3 @original comment: copied from: 59028-1 @original comment: copied from: 6926-0
